TimeElapsed,CumulativeReward
279.0,44.384622
282.0,52.791312
282.0,56.663645
283.0,49.080007
281.0,49.836371
279.0,49.382617
279.0,56.268191
282.0,43.439293
281.0,61.352641
282.0,69.305566
282.0,54.250009
248.0,93.707707
291.0,30.069449
273.0,71.368761
283.0,94.941681
278.0,95.666681
275.0,86.469243
283.0,16.619406
280.0,67.32354
280.0,69.541187
288.0,82.850013
275.0,100.000015
284.0,17.090912
279.0,65.333343
279.0,90.138475
274.0,72.305894
271.0,100.000015
276.0,28.146346
275.0,81.600013
279.0,80.093345
276.0,100.000015
251.0,86.238475
276.0,26.90976
272.0,81.99287
277.0,84.728584
276.0,98.315399
270.0,89.55386
284.0,16.925375
275.0,82.985727
270.0,83.478584
283.0,57.880961
283.0,90.185728
284.0,31.100005
292.0,70.600011
294.0,92.969245
280.0,79.718762
274.0,14.763516
272.0,84.135727
272.0,74.966678
258.0,78.073345
271.0,93.307706
267.0,16.689555
264.0,45.766674
270.0,76.293762
264.0,83.785727
250.0,78.600012
257.0,26.721432
274.0,35.684854
271.0,79.293345
256.0,99.566682
276.0,79.478584
274.0,31.96945
268.0,62.372231
261.0,67.888899
256.0,94.375014
269.0,92.907706
270.0,11.412768
267.0,52.269573
276.0,66.705566
268.0,76.033344
267.0,80.646679
275.0,25.18864
266.0,69.429423
278.0,66.710537
280.0,77.781262
282.0,100.000015
295.0,22.434003
289.0,61.80001
289.0,70.894128
284.0,97.566682
284.0,91.284629
290.0,27.451167
286.0,77.273344
281.0,96.583348
284.0,70.456261
271.0,95.991681
272.0,29.75385
278.0,64.942116
285.0,92.261553
267.0,85.000013
277.0,92.458347
281.0,22.864003
286.0,61.490009
279.0,74.3706
279.0,72.631261
281.0,74.950012
285.0,19.398217
287.0,75.875011
296.0,73.611776
288.0,71.270599
287.0,68.294454
280.0,54.245463
279.0,52.060877
288.0,46.833341
285.0,96.207707
287.0,100.000015
286.0,32.697148
277.0,39.36334
285.0,86.892871
280.0,86.678585
272.0,74.133345
283.0,38.95173
290.0,65.229421
294.0,75.335304
287.0,78.866678
283.0,51.639138
279.0,22.558827
290.0,58.266676
279.0,60.705272
279.0,61.700009
286.0,78.243762
272.0,38.45334
277.0,51.354554
273.0,79.673346
286.0,94.450014
280.0,94.807706
286.0,16.495591
280.0,64.431588
281.0,73.650011
285.0,79.913345
300.0,66.60001
297.0,23.434047
296.0,66.805565
290.0,79.833346
286.0,85.571441
296.0,59.619057
278.0,4.593839
283.0,9.773638
293.0,23.608337
275.0,79.400012
268.0,76.293345
295.0,3.707229
296.0,11.381917
281.0,21.456607
264.0,83.49287
267.0,86.707156
295.0,4.200893
291.0,11.395746
296.0,24.934786
297.0,69.582363
274.0,91.069244
282.0,3.389513
291.0,10.306732
263.0,29.451287
267.0,70.752952
277.0,84.930782
295.0,3.6676
297.0,10.977553
287.0,22.775514
266.0,83.957156
263.0,93.633348
286.0,3.767612
286.0,11.900002
261.0,36.14243
264.0,93.983348
263.0,77.293346
286.0,3.573047
286.0,8.592563
266.0,65.22354
254.0,59.578956
259.0,81.828584
284.0,3.269853
262.0,21.490569
264.0,24.629791
274.0,76.125012
302.0,79.880012
298.0,5.146355
280.0,7.62206
270.0,50.769573
267.0,56.914295
275.0,96.141681
296.0,4.983757
297.0,10.49806
269.0,30.486116
276.0,80.942869
257.0,78.840012
292.0,3.79959
291.0,5.065285
294.0,18.867245
271.0,52.972735
280.0,76.731263
298.0,3.127915
302.0,11.637364
260.0,20.396157
297.0,55.885723
275.0,75.125011
278.0,4.257143
279.0,9.719821
275.0,53.75239
274.0,79.54287
274.0,91.046168
294.0,4.735295
284.0,8.706668
267.0,33.964711
268.0,77.066679
267.0,78.443762
283.0,3.331111
284.0,14.04231
295.0,23.082982
267.0,98.061553
273.0,56.400009
293.0,3.764082
291.0,8.180001
279.0,46.184008
275.0,66.741186
279.0,81.257156
283.0,5.362163
283.0,14.989192
279.0,37.83549
261.0,84.940013
263.0,40.988895
291.0,4.916081
260.0,15.283336
276.0,12.063738
256.0,84.585728
256.0,98.307708
275.0,4.699034
275.0,7.853385
283.0,12.72024
258.0,58.905009
259.0,46.40834
278.0,3.794263
278.0,11.362107
281.0,28.947372
239.0,50.754554
263.0,71.035305
276.0,3.879917
278.0,12.477909
259.0,64.710537
259.0,73.093761
257.0,88.078585
279.0,3.567315
280.0,7.047918
264.0,32.909096
287.0,28.358541
254.0,50.536371
281.0,3.85124
281.0,8.700001
279.0,16.719699
260.0,69.650011
265.0,81.120012
286.0,4.125439
281.0,10.199031
258.0,23.806127
255.0,59.626325
270.0,59.642867
293.0,6.279755
296.0,8.198451
254.0,30.158979
272.0,51.452182
275.0,94.192322
270.0,2.17452
266.0,3.092657
266.0,8.806668
265.0,19.816075
268.0,24.788376
264.0,2.113904
266.0,3.121831
267.0,5.643503
263.0,13.981581
265.0,25.102277
266.0,2.182466
264.0,2.661006
264.0,5.741478
254.0,9.355754
250.0,24.593482
266.0,2.152845
268.0,3.997009
266.0,6.076049
267.0,6.433334
270.0,37.025812
250.0,2.323429
260.0,3.453232
255.0,3.734678
267.0,9.444038
262.0,42.114821
265.0,2.331143
259.0,3.649012
257.0,9.741443
255.0,13.091465
261.0,59.300009
252.0,3.277818
255.0,5.667429
259.0,5.052821
249.0,9.880375
249.0,29.894877
247.0,2.259384
254.0,4.538208
255.0,4.908
254.0,11.73261
255.0,29.686847
254.0,2.56311
254.0,2.994521
252.0,7.96794
254.0,9.534515
258.0,18.613562
250.0,2.893023
247.0,4.027778
249.0,5.380001
249.0,16.315944
254.0,31.211433
248.0,2.335345
248.0,4.973605
250.0,6.761439
248.0,8.229135
252.0,9.077779
250.0,2.487463
250.0,3.577735
249.0,5.677842
248.0,9.330703
249.0,16.489065
250.0,2.771613
249.0,4.838614
248.0,4.200443
258.0,19.563796
262.0,21.436542
244.0,2.051444
251.0,2.599691
248.0,7.841986
250.0,12.020881
253.0,32.38056
249.0,2.677603
248.0,4.990356
253.0,5.728489
252.0,17.830648
252.0,33.923534
248.0,2.785621
248.0,3.935021
250.0,11.45269
248.0,8.048093
252.0,10.352886
248.0,2.353026
247.0,3.6992
247.0,7.649636
236.0,10.29143
230.0,14.380002
245.0,3.160638
248.0,4.414747
247.0,5.036411
248.0,7.466908
250.0,23.697876
248.0,2.327714
247.0,3.217754
248.0,7.78433
250.0,11.59348
252.0,35.25938
246.0,2.686709
247.0,3.273358
246.0,5.944971
250.0,6.754306
249.0,22.050003
247.0,2.877741
245.0,4.581043
253.0,5.308557
251.0,9.175001
254.0,26.011368
249.0,2.351585
246.0,2.624451
246.0,7.25764
250.0,9.282302
249.0,13.509879
250.0,2.749196
248.0,2.762701
248.0,8.368294
248.0,10.638002
252.0,29.728209
245.0,2.457692
245.0,4.781373
246.0,6.11988
247.0,13.207319
249.0,25.61429
246.0,2.366279
243.0,4.325792
247.0,4.855224
246.0,11.100002
247.0,21.17308
272.0,1.693023
270.0,2.509309
262.0,4.046352
269.0,5.080513
277.0,6.872001
274.0,1.773684
260.0,2.428529
276.0,2.852145
273.0,4.832179
274.0,4.766342
247.0,1.91608
294.0,1.965729
273.0,2.855921
273.0,3.52973
273.0,6.037725
275.0,1.913819
276.0,1.91407
273.0,3.301465
276.0,3.553125
267.0,5.357527
276.0,2.219061
277.0,2.214917
274.0,2.902333
280.0,3.562257
276.0,6.469873
294.0,1.956122
295.0,2.71242
295.0,3.511539
290.0,6.476924
297.0,6.738563
292.0,2.093867
293.0,2.380233
275.0,2.832459
278.0,4.592453
275.0,4.561321
289.0,1.9711
279.0,2.493114
278.0,3.875417
279.0,3.056747
280.0,9.692525
278.0,1.845098
275.0,2.235556
279.0,2.894333
292.0,5.31337
296.0,10.333655
292.0,1.857389
291.0,2.12043
285.0,3.632677
284.0,3.881328
284.0,7.08207
285.0,1.909524
289.0,2.044094
281.0,2.741667
285.0,3.478626
283.0,6.195732
282.0,1.975128
281.0,2.4
285.0,3.129682
285.0,3.424621
283.0,6.128314
286.0,1.995116
284.0,2.136927
287.0,3.103497
283.0,4.355455
284.0,6.07744
284.0,1.833496
282.0,2.318571
283.0,2.75178
289.0,3.800817
289.0,8.075001
281.0,2.038482
277.0,1.803382
279.0,3.145745
283.0,4.076724
273.0,4.422019
287.0,1.941013
282.0,2.211878
275.0,3.243321
273.0,5.717978
277.0,5.292474
278.0,2.288701
276.0,2.406122
280.0,3.39176
277.0,4.452315
278.0,5.449727
277.0,1.885075
280.0,2.402339
276.0,3.000343
287.0,5.393514
287.0,6.717533
294.0,2.174044
293.0,2.216389
291.0,2.736741
287.0,3.932773
287.0,6.096989
278.0,1.80898
281.0,2.151761
279.0,2.967797
296.0,4.651924
291.0,6.089821
291.0,1.720422
292.0,2.435988
278.0,3.026804
292.0,3.623229
291.0,7.341136
296.0,1.615873
294.0,2.181421
295.0,3.761539
294.0,4.177632
274.0,5.065129
273.0,2.235097
294.0,2.506325
289.0,3.267273
289.0,4.169737
293.0,7.525736
298.0,1.797349
292.0,1.865099
274.0,2.630124
275.0,4.451389
287.0,4.058369
283.0,2.006977
289.0,2.94527
278.0,2.939057
289.0,3.580545
288.0,4.094299
275.0,1.683527
283.0,1.87072
286.0,2.049604
283.0,2.691139
284.0,3.502308
288.0,1.453404
241.0,1.940759
259.0,2.005699
272.0,2.79513
273.0,2.645
271.0,1.573719
271.0,1.842402
271.0,2.215193
271.0,3.011644
272.0,3.721687
271.0,1.657241
272.0,1.952672
270.0,2.411437
272.0,3.328044
272.0,4.384932
272.0,1.732624
271.0,1.77512
273.0,2.053158
272.0,2.734615
272.0,4.034188
274.0,1.732783
273.0,1.579018
271.0,2.308499
272.0,2.631776
270.0,5.218086
272.0,1.40251
274.0,1.964796
272.0,2.311364
270.0,3.113684
271.0,2.921886
269.0,1.540439
270.0,2.17139
272.0,2.46875
271.0,2.947138
272.0,4.781592
272.0,1.537445
271.0,1.934091
273.0,2.413158
272.0,2.83082
271.0,4.02265
272.0,1.694872
271.0,1.88607
270.0,1.874938
271.0,3.095088
270.0,3.239711
270.0,1.594843
270.0,2.022135
270.0,2.580982
270.0,2.929195
270.0,3.932218
270.0,1.852088
270.0,1.983547
270.0,2.766452
272.0,3.083972
271.0,4.416514
271.0,1.762052
272.0,2.008831
274.0,3.535798
276.0,2.341954
270.0,3.826749
272.0,1.720941
273.0,2.209642
271.0,2.058886
273.0,2.759486
274.0,2.881457
273.0,1.630909
272.0,2.166849
274.0,2.345977
272.0,2.897
273.0,5.057437
273.0,1.620181
273.0,1.772966
273.0,2.110456
272.0,2.13531
272.0,3.073958
272.0,1.641096
272.0,1.993798
272.0,2.57546
275.0,2.752564
271.0,4.94192
271.0,1.650917
274.0,1.801453
271.0,1.960305
272.0,2.682965
271.0,4.329412
269.0,1.705855
272.0,1.875186
271.0,1.918342
271.0,2.991096
276.0,3.502682
275.0,1.851351
269.0,1.740425
270.0,1.965051
268.0,3.81347
274.0,7.617779
274.0,1.827073
270.0,1.950891
270.0,2.280508
276.0,2.385756
276.0,3.488462
274.0,1.47618
272.0,1.683295
270.0,2.080585
267.0,2.442012
265.0,3.193907
271.0,1.664055
273.0,2.161141
272.0,2.234262
270.0,3.027242
266.0,3.511111
266.0,1.612896
272.0,1.865842
268.0,2.352738
267.0,4.536019
266.0,3.111228
268.0,1.455745
265.0,1.925252
268.0,1.866832
267.0,2.697468
267.0,3.347778
243.0,1.566889
241.0,1.527571
244.0,2.006234
242.0,2.286686
243.0,2.153243
243.0,1.427848
244.0,1.887531
246.0,1.970918
241.0,2.185205
243.0,3.091579
249.0,1.549227
249.0,1.607223
249.0,1.981748
248.0,2.396793
247.0,2.192582
250.0,1.424421
248.0,1.737352
249.0,1.779616
249.0,2.216851
248.0,2.648125
250.0,1.384472
250.0,1.691628
249.0,2.064644
245.0,1.994057
242.0,2.142703
248.0,1.345417
248.0,1.588143
244.0,1.89525
234.0,2.200824
245.0,3.420755
249.0,1.499132
248.0,1.597753
247.0,1.993282
247.0,2.17248
246.0,2.056842
248.0,1.5
252.0,1.881343
249.0,1.562306
240.0,2.55474
249.0,3.026897
258.0,1.464957
251.0,1.603378
248.0,1.892732
245.0,2.183149
248.0,2.296601
248.0,1.531579
249.0,1.669515
249.0,2.052231
248.0,2.246648
247.0,2.375872
252.0,1.477897
254.0,1.498918
254.0,1.867327
254.0,2.905333
253.0,2.755807
253.0,1.562306
254.0,1.433475
253.0,2.001813
254.0,2.01948
255.0,2.555963
254.0,1.529978
253.0,1.863457
253.0,1.674365
253.0,2.479464
252.0,2.529179
247.0,1.455745
247.0,1.646453
249.0,1.925945
249.0,1.924937
245.0,3.636614
247.0,1.520915
246.0,1.586353
244.0,1.978406
247.0,2.226111
238.0,2.353314
246.0,1.513755
264.0,1.62984
264.0,1.844853
263.0,1.846078
264.0,3.059582
264.0,1.645995
263.0,1.805072
263.0,2.070635
260.0,2.268258
263.0,2.819344
263.0,1.509348
263.0,1.460684
262.0,1.924242
262.0,2.370231
264.0,2.577778
263.0,1.468443
264.0,1.602027
264.0,2.015844
264.0,2.179781
263.0,2.181868
264.0,1.490733
264.0,1.57
263.0,1.694639
262.0,2.592
263.0,3.401894
264.0,1.506087
265.0,1.825366
265.0,2.257183
263.0,1.929293
264.0,2.631464
264.0,1.51525
262.0,1.719483
263.0,1.940506
264.0,2.156098
264.0,2.918395
264.0,1.449681
263.0,1.436287
263.0,2.074603
264.0,2.270506
262.0,2.296034
264.0,1.226744
263.0,1.595056
264.0,1.877171
262.0,1.98509
263.0,2.253782
264.0,1.546916
261.0,1.811893
265.0,2.085146
264.0,1.995607
262.0,2.880731
208.0,1.317103
209.0,1.554425
208.0,1.786024
210.0,1.891542
209.0,2.383965
209.0,1.328138
209.0,1.627563
210.0,1.645767
210.0,1.703271
209.0,2.552121
209.0,1.57567
210.0,1.614706
210.0,1.698135
209.0,1.798792
209.0,2.431765
209.0,1.487931
209.0,1.428421
208.0,1.720706
208.0,2.132884
210.0,1.976923
208.0,1.576392
209.0,1.522707
209.0,1.620181
209.0,2.62764
208.0,2.004651
210.0,1.426316
209.0,1.580134
208.0,1.641648
209.0,1.939086
208.0,2.436176
210.0,1.479399
210.0,1.461111
209.0,1.715962
209.0,1.999742
208.0,1.816302
210.0,1.246967
209.0,1.442585
208.0,1.780048
210.0,1.850123
209.0,2.039108
209.0,1.480645
209.0,1.333401
210.0,1.680324
209.0,1.941013
209.0,2.30483
209.0,1.411506
210.0,1.636758
209.0,1.582998
208.0,1.780048
209.0,2.259944
209.0,1.402083
210.0,1.615385
208.0,1.754394
214.0,2.215235
209.0,1.914322
209.0,1.34187
209.0,1.456808
209.0,1.647826
209.0,1.970769
209.0,2.303683
209.0,1.369959
209.0,1.644165
210.0,1.724471
209.0,1.812621
208.0,2.599692
209.0,1.31328
210.0,1.59618
208.0,1.697203
209.0,1.87866
210.0,2.098933
210.0,1.272475
210.0,1.225581
209.0,1.522538
209.0,1.8925
210.0,2.13414
210.0,1.325859
209.0,1.553761
209.0,1.739573
209.0,1.833741
210.0,1.937215
209.0,1.370988
210.0,1.441949
209.0,1.603153
209.0,1.776499
209.0,1.906767
209.0,1.398125
209.0,1.371047
209.0,2.014545
209.0,2.109626
209.0,2.688679
209.0,1.557871
205.0,1.582774
193.0,1.577232
196.0,1.691608
199.0,1.778897
191.0,1.425263
198.0,1.502826
197.0,1.685615
194.0,2.341834
194.0,2.093085
193.0,1.357787
193.0,1.643807
194.0,1.649655
193.0,1.538987
194.0,1.889277
194.0,1.492241
194.0,1.433755
196.0,1.664368
196.0,1.858765
194.0,2.353602
164.0,1.487473
196.0,1.572383
210.0,1.836765
210.0,1.512854
209.0,2.142973
210.0,1.309237
211.0,1.42421
211.0,1.572828
210.0,2.188767
208.0,2.474107
210.0,1.400416
212.0,1.6275
210.0,1.529322
210.0,1.641552
210.0,2.097867
239.0,1.333603
238.0,1.540969
237.0,1.517505
237.0,1.818735
237.0,2.209392
238.0,1.39605
237.0,1.532456
237.0,1.738061
238.0,1.726588
236.0,1.868069
237.0,1.366255
236.0,1.577283
237.0,1.670439
236.0,1.618367
236.0,2.03577
237.0,1.495454
237.0,1.545475
236.0,1.478541
237.0,1.65931
238.0,2.242061
239.0,1.368313
237.0,1.474893
236.0,1.546255
237.0,1.547461
237.0,1.962595
236.0,1.428
237.0,1.574833
236.0,1.618821
238.0,1.823358
237.0,1.875247
237.0,1.255992
237.0,1.531579
237.0,1.609932
237.0,1.680787
236.0,2.074339
235.0,1.38178
236.0,1.638813
237.0,1.726179
237.0,1.854926
237.0,1.711007
237.0,1.377526
237.0,1.604955
237.0,1.779137
237.0,1.741706
237.0,1.859012
238.0,1.333671
238.0,1.6
237.0,1.577232
238.0,1.709602
237.0,1.85197
237.0,1.351837
217.0,1.571269
219.0,1.812136
219.0,1.714286
218.0,1.819221
217.0,1.266864
218.0,1.544346
224.0,1.444915
236.0,1.825672
234.0,2.037435
236.0,1.537363
235.0,1.455532
236.0,1.434461
235.0,1.909273
237.0,1.91005
235.0,1.349287
236.0,1.437843
233.0,1.582143
236.0,1.923678
237.0,1.624318
234.0,1.353374
236.0,1.519214
234.0,1.784096
234.0,1.625624
236.0,2.119624
236.0,1.34126
235.0,1.512418
236.0,1.614027
236.0,1.865185
235.0,2.001292
236.0,1.519869
234.0,1.60518
233.0,1.532895
234.0,1.748578
235.0,1.688837
234.0,1.353673
236.0,1.485376
235.0,1.558315
237.0,1.755
237.0,1.935696
235.0,1.483621
237.0,1.49697
236.0,1.663594
234.0,1.715728
233.0,1.862222
234.0,1.55177
235.0,1.647477
234.0,1.406889
236.0,1.687442
235.0,1.84742
236.0,1.324646
235.0,1.474463
235.0,1.678472
235.0,1.511983
236.0,1.856404
236.0,1.287052
238.0,1.545033
237.0,1.716981
234.0,1.724941
236.0,1.585906
235.0,1.344286
235.0,1.461966
236.0,1.65908
236.0,1.611086
235.0,1.770096
235.0,1.380992
236.0,1.502597
235.0,1.388174
234.0,1.846683
234.0,1.936456
234.0,1.330223
231.0,1.699065
235.0,1.595955
232.0,2.009326
230.0,2.331034
259.0,1.236381
257.0,1.28099
260.0,1.367769
259.0,1.393763
263.0,1.681438
259.0,1.312249
258.0,1.393139
262.0,1.621088
246.0,1.680278
237.0,1.630068
239.0,1.405637
238.0,1.386929
241.0,1.409186
238.0,1.551435
239.0,1.765707
242.0,1.327733
239.0,1.396042
240.0,1.492009
238.0,1.625682
241.0,1.868564
237.0,1.243164
239.0,1.25451
239.0,1.431013
239.0,1.478879
242.0,1.826098
244.0,1.305611
239.0,1.23677
242.0,1.535088
238.0,1.547461
243.0,1.537582
244.0,1.266075
239.0,1.380412
236.0,1.585682
238.0,1.483585
242.0,1.571429
241.0,1.288247
244.0,1.260314
239.0,1.357464
245.0,1.539868
243.0,1.54415
240.0,1.238986
239.0,1.47339
239.0,1.492009
236.0,1.600225
240.0,1.52171
238.0,1.24707
248.0,1.35726
243.0,1.32404
240.0,1.472805
239.0,1.638269
239.0,1.2982
259.0,1.365914
262.0,1.504783
265.0,1.592135
261.0,1.743839
262.0,1.3607
260.0,1.377893
258.0,1.680278
261.0,1.615158
259.0,1.611538
258.0,1.31996
258.0,1.334959
262.0,1.484233
258.0,1.555088
264.0,1.591031
248.0,1.392116
242.0,1.276285
243.0,1.413389
246.0,1.510893
244.0,1.700234
246.0,1.331846
251.0,1.37567
245.0,1.611565
244.0,1.247266
246.0,1.510022
250.0,1.296407
257.0,1.387344
262.0,1.466239
262.0,1.639954
262.0,1.624263
262.0,1.38527
259.0,1.287873
260.0,1.495022
259.0,1.53443
259.0,1.596629
263.0,1.283897
261.0,1.30501
243.0,1.498056
244.0,1.731442
243.0,1.754762
245.0,1.175901
239.0,1.441102
238.0,1.517647
239.0,1.475536
239.0,1.771223
241.0,1.207885
241.0,1.499134
238.0,1.516776
237.0,1.607207
240.0,1.564302
239.0,1.296806
240.0,1.500216
237.0,1.568597
241.0,1.4327
240.0,1.629385
238.0,1.22205
242.0,1.349184
243.0,1.498485
239.0,1.44968
239.0,1.499134
242.0,1.414046
245.0,1.273069
238.0,1.540529
244.0,1.503688
238.0,1.55298
241.0,1.377273
238.0,1.28827
239.0,1.239766
239.0,1.705152
241.0,1.402088
242.0,1.359305
244.0,1.374021
257.0,1.352041
253.0,1.636446
261.0,1.639498
43.0,81.557155
45.0,76.546678
47.0,81.120012
44.0,81.128584
44.0,88.915398
48.0,64.326326
45.0,90.978585
45.0,79.464298
51.0,85.146679
54.0,86.121442
43.0,57.395008
42.0,75.443761
47.0,75.781261
49.0,86.942871
44.0,96.38463
43.0,81.74287
42.0,62.53501
46.0,90.685728
41.0,92.846168
44.0,100.000015
45.0,76.466678
45.0,75.450011
44.0,82.978584
46.0,97.466681
46.0,85.74287
43.0,79.580011
45.0,86.14287
45.0,90.246168
46.0,100.000015
45.0,100.000015
42.0,90.592872
43.0,97.961553
46.0,100.000015
42.0,89.915398
43.0,100.000015
43.0,96.48463
45.0,73.406261
42.0,90.171442
46.0,99.791682
44.0,96.158347
43.0,77.266679
45.0,88.892871
44.0,97.183349
42.0,94.350014
42.0,96.030784
47.0,100.000015
43.0,100.000015
46.0,86.664299
44.0,95.569245
42.0,97.908348
50.0,67.194455
42.0,89.107707
44.0,90.050013
45.0,90.400014
46.0,93.241681
45.0,80.226679
50.0,98.266682
44.0,97.815399
44.0,80.193346
46.0,92.18463
43.0,78.237512
42.0,91.669245
43.0,98.558348
43.0,100.000015
46.0,100.000015
42.0,70.02354
46.0,88.300013
43.0,97.650014
48.0,83.850013
46.0,100.000015
48.0,92.050014
47.0,99.283349
44.0,91.938475
43.0,90.238476
47.0,80.586679
47.0,78.053345
47.0,88.276937
43.0,90.200014
43.0,92.461553
45.0,91.057157
47.0,87.669244
51.0,91.707707
46.0,99.100015
46.0,91.907707
43.0,78.618762
42.0,93.761553
46.0,99.041682
43.0,94.053861
43.0,86.235728
44.0,100.000015
44.0,86.146167
42.0,70.081261
42.0,96.623092
47.0,91.046168
43.0,88.561552
43.0,98.033348
49.0,97.966682
42.0,96.616681
44.0,97.58463
47.0,77.143761
46.0,75.937512
45.0,81.766679
43.0,94.241681
46.0,96.208348
47.0,100.000015
43.0,94.669245
42.0,100.000015
42.0,96.975015
45.0,98.433348
44.0,100.000015
43.0,78.053345
43.0,78.000012
43.0,100.000015
45.0,100.000015
47.0,79.960012
