TimeElapsed,CumulativeReward
43.0,93.169245
47.0,83.400012
43.0,94.330784
44.0,94.492322
43.0,86.59287
43.0,81.573346
43.0,95.323091
46.0,87.546167
46.0,92.761553
47.0,83.273346
44.0,10.328002
49.0,36.887506
43.0,95.069245
46.0,74.141188
45.0,100.000015
44.0,26.616283
45.0,56.740009
50.0,77.900013
47.0,95.316681
49.0,71.033344
44.0,12.21778
45.0,27.900004
49.0,63.45501
45.0,85.850013
45.0,93.076937
47.0,13.655002
47.0,79.437512
43.0,75.933345
50.0,85.678584
43.0,78.093345
46.0,16.92097
45.0,24.526091
42.0,81.614299
45.0,100.000015
42.0,83.371441
44.0,19.121055
42.0,72.656261
47.0,91.230784
49.0,97.741681
43.0,100.000015
43.0,15.284934
43.0,76.631261
42.0,89.607706
48.0,100.000015
43.0,92.976937
51.0,17.316926
43.0,73.770599
44.0,89.376937
47.0,100.000015
45.0,100.000015
46.0,16.086959
43.0,71.082364
42.0,100.000015
48.0,94.676937
48.0,98.276938
46.0,16.782542
45.0,58.010009
46.0,88.330783
43.0,84.413346
42.0,100.000015
48.0,21.229415
43.0,74.437511
43.0,89.092321
44.0,98.091681
46.0,100.000015
44.0,16.115495
44.0,84.500013
43.0,80.113346
43.0,92.184629
46.0,92.876937
44.0,14.739191
49.0,76.293762
44.0,98.425016
42.0,88.792321
43.0,100.000015
44.0,13.653089
44.0,83.235726
46.0,82.421441
44.0,100.000015
45.0,95.800015
47.0,12.057145
47.0,66.552642
48.0,92.376938
46.0,98.050014
45.0,88.138475
46.0,36.512506
47.0,81.606679
47.0,88.850014
47.0,100.000015
42.0,82.56668
46.0,16.318843
44.0,85.635728
43.0,100.000015
44.0,84.54668
44.0,87.338475
45.0,20.108775
44.0,86.621442
47.0,88.284629
47.0,100.000015
44.0,84.664299
48.0,19.214289
45.0,81.380013
46.0,68.650011
46.0,100.000015
42.0,86.864299
45.0,24.038302
44.0,61.100009
44.0,100.000015
44.0,92.161553
47.0,90.571442
50.0,25.015222
44.0,50.231826
44.0,88.284629
42.0,84.133346
46.0,84.178584
43.0,22.362748
48.0,70.231261
43.0,89.307156
46.0,95.192322
43.0,88.961552
50.0,28.776928
43.0,93.15386
43.0,82.693346
42.0,100.000015
45.0,100.000015
46.0,25.922731
44.0,73.475011
42.0,84.44287
42.0,100.000015
46.0,80.933346
42.0,17.774606
41.0,68.758834
45.0,86.471442
46.0,84.578584
46.0,95.069245
42.0,2.825574
43.0,5.466121
47.0,11.365627
42.0,41.977784
41.0,75.786678
44.0,2.660313
43.0,6.311251
45.0,14.114476
42.0,26.127912
44.0,53.695246
42.0,3.850827
48.0,4.83005
45.0,11.984785
41.0,45.85834
44.0,87.442871
45.0,2.978231
42.0,4.909091
46.0,21.253849
44.0,21.679595
44.0,71.293761
46.0,2.638006
43.0,7.467144
41.0,24.884786
44.0,31.722228
45.0,56.215009
42.0,3.470611
42.0,10.225001
45.0,17.850003
41.0,40.871435
41.0,68.752952
48.0,2.855298
46.0,7.467144
49.0,21.463465
46.0,84.900013
48.0,81.753345
49.0,3.496552
45.0,6.169698
49.0,15.039439
47.0,37.216135
44.0,86.342871
45.0,3.153025
45.0,8.816668
44.0,15.55278
44.0,64.872233
40.0,76.081261
45.0,3.898334
43.0,7.202144
41.0,24.539134
44.0,46.708341
47.0,64.438899
46.0,3.751021
47.0,8.975001
44.0,30.797373
43.0,74.831262
44.0,85.538475
43.0,3.305515
44.0,11.125002
48.0,21.580395
44.0,77.206678
45.0,100.000015
45.0,2.868647
46.0,8.64553
43.0,28.518426
51.0,61.511121
47.0,92.792322
44.0,3.327574
44.0,8.861018
42.0,29.712825
45.0,50.808703
46.0,93.576937
44.0,3.437736
45.0,10.457845
43.0,15.39286
44.0,94.976938
45.0,84.793346
42.0,4.441936
42.0,10.489111
43.0,36.573339
43.0,54.227281
45.0,97.584631
43.0,3.99661
42.0,6.461393
43.0,33.394291
47.0,87.592871
49.0,84.257156
45.0,4.051083
42.0,12.916472
43.0,18.678336
41.0,81.771441
44.0,87.992321
47.0,3.706024
44.0,9.906424
45.0,30.374364
42.0,55.075009
43.0,90.138475
44.0,3.792245
45.0,14.536366
45.0,29.715389
43.0,85.814299
43.0,96.016681
44.0,3.334317
44.0,13.412502
45.0,26.407147
43.0,91.078585
42.0,95.150015
44.0,3.72742
45.0,7.172029
45.0,12.492047
42.0,85.407156
43.0,78.543762
44.0,4.42963
43.0,6.431211
43.0,37.216673
45.0,48.312508
42.0,77.560012
44.0,4.317195
45.0,9.88624
42.0,38.406673
43.0,73.260011
42.0,100.000015
44.0,4.532864
44.0,7.362858
42.0,49.669573
42.0,47.908341
44.0,91.084629
42.0,1.952806
42.0,2.327714
41.0,2.633851
41.0,5.246775
43.0,6.825167
42.0,2.012953
42.0,2.865677
42.0,3.942857
41.0,5.709605
42.0,10.183497
42.0,1.885536
42.0,3.211511
42.0,3.347037
42.0,6.533759
42.0,7.864395
41.0,2.273876
41.0,2.789968
41.0,4.082328
41.0,5.18158
42.0,7.196553
41.0,1.903509
41.0,2.785065
42.0,4.518868
42.0,9.029662
43.0,18.678336
41.0,1.990181
41.0,3.054671
41.0,3.962448
41.0,6.004735
42.0,27.067504
41.0,2.281638
41.0,4.104348
41.0,5.003572
41.0,6.015977
43.0,21.559619
42.0,1.962341
41.0,2.772581
42.0,3.58711
42.0,8.956142
43.0,33.897064
41.0,1.873945
41.0,3.693549
41.0,3.83967
41.0,7.88788
42.0,14.960002
42.0,1.850493
42.0,3.017526
42.0,7.009525
42.0,8.631968
42.0,18.115876
41.0,2.244693
41.0,3.759514
41.0,6.985812
41.0,7.854888
42.0,18.771669
41.0,2.275843
41.0,2.839672
41.0,5.757143
42.0,11.561704
42.0,13.252566
41.0,2.64875
41.0,3.024742
41.0,4.759513
41.0,9.970756
43.0,28.735902
42.0,2.376012
42.0,4.308559
41.0,6.659356
42.0,15.024327
42.0,45.360007
42.0,2.328
41.0,4.46
41.0,5.277778
42.0,9.216951
43.0,18.841075
42.0,2.495195
42.0,3.841494
42.0,5.386957
41.0,15.095948
43.0,20.579633
42.0,2.569113
41.0,3.90125
41.0,4.964737
43.0,12.434485
42.0,30.543248
41.0,2.402332
42.0,3.731558
42.0,3.334815
42.0,6.746359
42.0,23.356525
42.0,2.190934
42.0,3.6652
42.0,5.811112
42.0,13.793509
43.0,34.097064
41.0,2.614861
41.0,3.140925
41.0,4.866667
42.0,11.224212
42.0,27.017077
41.0,2.536364
41.0,3.22482
42.0,3.404511
42.0,15.570425
42.0,24.928893
41.0,2.462018
41.0,3.467557
41.0,5.308022
42.0,19.014038
43.0,15.760566
42.0,2.014508
41.0,3.507692
41.0,3.460153
42.0,17.671431
42.0,18.746555
42.0,2.426471
42.0,3.244565
42.0,5.473914
42.0,9.43186
41.0,34.731255
42.0,1.977635
42.0,3.087719
42.0,7.882577
42.0,11.876089
43.0,20.511542
44.0,1.639269
43.0,2.016364
44.0,2.29858
44.0,2.518731
43.0,4.08087
43.0,1.638128
44.0,1.756905
44.0,2.11123
43.0,2.399417
43.0,3.6872
44.0,1.522757
44.0,1.9005
43.0,2.908333
43.0,4.345702
43.0,3.673705
43.0,1.868317
43.0,1.747268
43.0,2.435
43.0,3.109825
43.0,5.159376
43.0,1.735697
44.0,1.933924
43.0,2.663323
44.0,3.192473
43.0,4.615311
43.0,1.531798
43.0,2.277966
43.0,2.756311
42.0,3.866255
43.0,6.504459
43.0,1.704918
43.0,2.016839
44.0,2.557798
43.0,3.280292
43.0,4.608572
43.0,1.917632
44.0,1.883831
43.0,2.368876
43.0,3.058478
43.0,4.846
44.0,1.569555
43.0,2.206336
43.0,3.112676
44.0,4.160353
43.0,4.783824
43.0,1.798792
43.0,1.988402
43.0,2.492515
43.0,3.979238
43.0,7.004731
43.0,1.800242
43.0,2.321307
42.0,2.996246
43.0,7.188966
42.0,5.954167
43.0,1.737825
43.0,2.497006
43.0,4.055173
43.0,2.836842
43.0,6.444655
43.0,1.454043
43.0,2.431858
43.0,3.021918
43.0,4.005532
43.0,6.854423
43.0,1.835697
42.0,2.923826
43.0,3.283577
43.0,3.802449
43.0,6.477565
44.0,1.68125
43.0,2.27831
43.0,3.736291
42.0,3.967797
43.0,6.841061
43.0,1.855911
42.0,3.243841
43.0,3.245126
42.0,3.118246
43.0,4.018376
43.0,2.032115
44.0,1.947074
43.0,3.098597
43.0,3.684064
43.0,4.59147
43.0,1.909045
43.0,2.261345
43.0,3.073264
44.0,3.513077
43.0,6.572904
43.0,1.67037
43.0,2.322222
43.0,3.046713
43.0,5.256614
43.0,6.451573
43.0,1.64589
43.0,2.874835
43.0,2.987415
43.0,4.637198
43.0,4.55782
43.0,1.868812
43.0,2.00155
43.0,3.078671
43.0,4.433641
43.0,5.713069
43.0,1.941013
43.0,1.763007
43.0,2.957095
43.0,2.712342
44.0,8.84622
44.0,1.641552
43.0,2.556098
43.0,2.934228
43.0,4.180177
43.0,7.909024
43.0,1.982005
43.0,2.482388
43.0,2.871523
43.0,4.645933
43.0,8.468294
43.0,2.250838
43.0,1.815085
43.0,3.426515
43.0,4.057082
43.0,6.163415
43.0,1.58192
43.0,1.542291
44.0,1.83
43.0,2.454142
42.0,3.036458
43.0,1.653793
42.0,1.608126
43.0,2.079841
42.0,2.82451
43.0,2.330286
43.0,1.429237
43.0,1.630752
43.0,1.954198
43.0,2.042932
42.0,2.811401
43.0,1.725822
43.0,1.61629
43.0,2.006718
43.0,2.169022
43.0,3.325461
43.0,1.511087
43.0,1.875495
43.0,1.865842
43.0,2.468155
43.0,3.417736
43.0,1.87203
43.0,1.740047
43.0,2.190385
43.0,2.847351
42.0,3.143972
43.0,1.407307
43.0,1.618099
43.0,2.639252
42.0,3.601569
43.0,3.519691
43.0,1.677083
43.0,1.909774
43.0,2.303977
43.0,2.512048
43.0,4.349091
42.0,1.623864
43.0,1.857143
43.0,2.77
43.0,2.371014
42.0,2.846053
44.0,1.516122
43.0,1.693488
43.0,2.018961
43.0,2.385756
43.0,3.390637
43.0,1.372016
43.0,1.581655
42.0,2.461721
43.0,2.518072
43.0,3.497692
44.0,1.518122
43.0,1.934683
43.0,2.16594
43.0,2.406725
38.0,3.83498
43.0,1.438901
43.0,1.882382
43.0,1.928535
43.0,2.62795
42.0,2.51747
43.0,1.629318
43.0,1.792512
43.0,2.003876
43.0,2.988055
43.0,6.256174
43.0,1.607901
43.0,1.827805
43.0,2.190959
43.0,2.393567
43.0,2.591077
43.0,1.728132
42.0,1.824574
43.0,2.256022
43.0,3.549806
43.0,3.386517
43.0,1.59955
43.0,1.747981
43.0,2.054856
43.0,2.24581
43.0,3.50229
43.0,1.656193
43.0,1.764678
43.0,2.26573
43.0,3.975848
42.0,4.141922
43.0,1.572828
43.0,2.026302
42.0,2.553659
43.0,2.401458
42.0,3.9025
43.0,1.500434
43.0,2.116622
43.0,2.415542
44.0,2.452663
43.0,4.48
43.0,1.426371
43.0,2.319373
43.0,2.380523
43.0,2.300567
44.0,3.377985
43.0,1.451489
43.0,1.77482
42.0,2.418768
43.0,2.916443
42.0,3.46692
43.0,1.527352
43.0,1.804589
43.0,2.163215
43.0,2.952365
43.0,3.019931
43.0,1.754762
43.0,1.947462
43.0,2.821967
42.0,2.767419
43.0,3.256364
42.0,1.720804
43.0,2.258939
43.0,2.727564
43.0,3.037931
42.0,3.996187
41.0,1.315726
41.0,1.466167
41.0,2.045669
40.0,1.669977
41.0,1.722588
41.0,1.309419
41.0,1.668129
41.0,1.608804
41.0,1.706557
40.0,2.294618
41.0,1.55388
41.0,1.418908
43.0,2.283898
40.0,2.053684
40.0,1.901
40.0,1.386542
40.0,1.520087
40.0,1.783413
40.0,1.967775
41.0,1.751781
40.0,1.492009
40.0,1.446709
40.0,1.743602
40.0,2.048294
39.0,1.974936
40.0,1.394595
39.0,1.71452
39.0,1.755714
39.0,2.021728
39.0,2.619565
40.0,1.432981
40.0,1.630822
40.0,1.866914
40.0,1.873945
40.0,2.240503
39.0,1.593483
40.0,1.638356
40.0,1.701399
40.0,1.786058
40.0,2.506306
40.0,1.374433
40.0,1.644622
40.0,1.859753
40.0,1.938987
39.0,2.056992
40.0,1.562
40.0,1.470172
37.0,2.027083
42.0,1.891521
41.0,3.082927
42.0,1.573497
41.0,1.780529
41.0,2.058421
41.0,2.38029
41.0,2.679936
42.0,1.404384
41.0,1.860988
42.0,2.070106
41.0,1.850369
41.0,2.290341
42.0,1.409205
41.0,1.788942
42.0,1.696737
41.0,1.790385
41.0,2.117112
41.0,1.506956
41.0,1.778177
41.0,1.942025
41.0,2.309943
41.0,3.025
41.0,1.496104
41.0,1.623583
41.0,2.047244
42.0,1.910276
41.0,3.227437
42.0,1.630227
41.0,1.689767
42.0,1.761575
41.0,2.457738
41.0,2.664577
41.0,1.444491
41.0,1.848894
41.0,2.179781
41.0,1.992268
41.0,2.35879
42.0,1.414675
41.0,1.561641
41.0,2.109626
40.0,2.081698
40.0,2.1032
40.0,1.2972
40.0,1.451592
41.0,2.175683
40.0,1.951523
40.0,2.538838
40.0,1.382645
40.0,1.825122
39.0,2.235933
40.0,1.97468
40.0,2.717516
40.0,1.52244
40.0,1.672685
40.0,1.922166
40.0,1.906767
40.0,2.077513
40.0,1.659677
40.0,1.745476
40.0,1.842647
40.0,1.902267
40.0,2.980339
40.0,1.453715
40.0,1.771531
40.0,1.912594
40.0,2.315954
40.0,2.732268
40.0,1.532237
40.0,1.762052
40.0,1.867574
40.0,1.931313
40.0,2.907692
40.0,1.468387
40.0,1.540088
40.0,1.990206
40.0,2.103208
40.0,2.043455
36.0,1.494816
35.0,1.543297
35.0,1.65711
36.0,1.574387
35.0,1.730424
36.0,1.264173
36.0,1.393763
35.0,1.716197
36.0,1.869307
35.0,2.110428
36.0,1.416981
36.0,1.488769
35.0,1.731368
36.0,1.613318
36.0,2.013471
35.0,1.337322
35.0,1.522707
35.0,1.605856
35.0,1.90401
36.0,1.466453
36.0,1.495896
36.0,1.603146
35.0,1.973913
36.0,1.542291
35.0,2.298017
36.0,1.511329
36.0,1.640411
36.0,1.67338
36.0,1.900748
36.0,1.84226
36.0,1.406904
36.0,1.535824
36.0,1.663825
35.0,2.061214
36.0,1.891521
36.0,1.48086
35.0,1.442373
36.0,1.481935
36.0,1.964962
36.0,1.678009
36.0,1.356967
35.0,1.560754
35.0,1.631278
35.0,1.708899
35.0,2.360057
36.0,1.245312
36.0,1.683527
36.0,1.726353
36.0,1.776978
36.0,1.943909
36.0,1.478495
36.0,1.725472
36.0,1.449469
36.0,1.676157
36.0,2.791883
36.0,1.445011
35.0,1.619274
36.0,1.600225
36.0,1.827073
37.0,1.987146
36.0,1.334888
38.0,1.476824
37.0,1.855665
38.0,2.078515
38.0,1.958015
39.0,1.484698
39.0,1.530263
39.0,2.181644
36.0,1.994588
37.0,1.570601
37.0,1.567333
37.0,1.605856
37.0,2.055789
37.0,1.834474
37.0,1.401042
37.0,1.507826
37.0,1.610384
36.0,2.120161
36.0,2.333429
37.0,1.507826
37.0,1.422526
37.0,1.528947
37.0,1.962404
37.0,2.166033
37.0,1.489201
37.0,1.469593
36.0,1.644165
36.0,2.34298
37.0,2.650156
37.0,1.466453
36.0,1.687209
37.0,1.816223
37.0,1.819221
36.0,1.866914
36.0,1.543297
37.0,1.776978
37.0,1.887562
37.0,1.692774
37.0,1.958779
37.0,1.489201
36.0,1.597079
36.0,1.519869
36.0,1.817518
36.0,2.210468
37.0,1.504121
37.0,1.564301
36.0,1.912814
36.0,2.218508
37.0,2.438643
37.0,1.258939
36.0,1.390871
37.0,1.87593
36.0,2.268258
36.0,2.029058
37.0,1.443432
37.0,1.510217
37.0,1.806537
37.0,1.584116
37.0,1.783173
37.0,1.33712
36.0,1.566
36.0,1.714554
36.0,1.997933
36.0,2.322222
39.0,1.235409
39.0,1.428992
38.0,1.620862
39.0,1.558407
39.0,1.421849
39.0,1.345306
39.0,1.39605
39.0,1.472747
39.0,1.370165
39.0,1.845588
39.0,1.288294
39.0,1.337602
39.0,1.407757
38.0,1.64714
39.0,1.883084
39.0,1.37299
38.0,1.583408
39.0,1.355624
39.0,1.568889
39.0,1.83652
39.0,1.285317
39.0,1.379752
39.0,1.354397
39.0,1.69186
39.0,1.687239
40.0,1.314257
39.0,1.314458
39.0,1.780096
39.0,1.988432
38.0,1.916919
39.0,1.335569
39.0,1.566667
39.0,1.604955
39.0,1.811893
38.0,1.719059
39.0,1.378144
38.0,1.546696
39.0,1.413389
38.0,1.634396
38.0,2.123656
39.0,1.356557
40.0,1.454042
39.0,1.777218
39.0,1.580134
39.0,1.643607
39.0,1.519432
39.0,1.489224
39.0,1.482328
38.0,1.590786
39.0,1.780576
39.0,1.451915
38.0,1.414885
39.0,1.758095
39.0,1.928283
38.0,1.806537
39.0,1.267456
39.0,1.761336
39.0,1.654253
39.0,1.878164
39.0,2.20467
39.0,1.345306
39.0,1.522101
39.0,1.510435
39.0,1.767542
39.0,1.876427
39.0,1.382402
39.0,1.37134
39.0,1.89202
39.0,1.568667
39.0,1.744787
39.0,1.279604
39.0,1.251961
39.0,1.701869
38.0,1.549227
39.0,1.907769
39.0,1.259646
39.0,1.386956
39.0,1.516157
39.0,1.503905
39.0,1.917085
39.0,1.222244
39.0,1.579687
38.0,1.763962
39.0,1.589686
39.0,2.152032
38.0,1.378306
38.0,1.645642
39.0,1.612641
39.0,1.9005
39.0,1.567333
39.0,1.477253
39.0,1.458849
39.0,1.464103
39.0,1.599326
39.0,1.909022
39.0,1.409015
39.0,1.562889
39.0,1.558537
39.0,1.630524
39.0,1.697436
38.0,1.394606
39.0,1.492225
39.0,1.640183
39.0,1.979691
38.0,2.056842
39.0,1.334553
39.0,1.501952
39.0,1.303006
39.0,1.8945
39.0,1.953689
39.0,1.418658
39.0,1.651147
39.0,1.533846
38.0,1.607936
39.0,1.921662
39.0,1.39605
38.0,1.509565
39.0,1.753809
39.0,1.98299
38.0,2.566361
39.0,1.370928
38.0,1.382744
38.0,1.412788
39.0,1.896758
39.0,1.964962
41.0,1.263976
41.0,1.329615
41.0,1.3167
41.0,1.305411
41.0,1.749406
41.0,1.240936
41.0,1.384265
41.0,1.582589
41.0,1.621946
41.0,1.402301
42.0,1.373608
41.0,1.278218
41.0,1.550442
41.0,1.471306
41.0,1.421008
41.0,1.381612
41.0,1.274851
40.0,1.384232
41.0,1.469593
41.0,1.503037
41.0,1.464957
42.0,1.329293
42.0,1.312072
41.0,1.450959
41.0,1.458085
41.0,1.394179
42.0,1.303
41.0,1.566667
41.0,1.398129
41.0,1.388797
41.0,1.288645
41.0,1.555088
41.0,1.40125
41.0,1.528166
41.0,1.436998
40.0,1.359221
41.0,1.400833
41.0,1.3006
41.0,1.41318
41.0,1.703747
42.0,1.269763
41.0,1.374845
41.0,1.386929
41.0,1.555432
41.0,1.396466
41.0,1.29521
41.0,1.403758
41.0,1.461966
41.0,1.993005
41.0,1.584787
41.0,1.31328
41.0,1.400625
41.0,1.441702
42.0,1.392946
41.0,1.596622
41.0,1.286879
41.0,1.335772
41.0,1.224854
42.0,1.335163
41.0,1.544714
41.0,1.249119
41.0,1.441949
41.0,1.36694
41.0,1.570667
41.0,1.677262
41.0,1.255206
41.0,1.315895
40.0,1.473391
41.0,1.6
41.0,1.518559
41.0,1.306814
41.0,1.315323
41.0,1.457356
41.0,1.508913
41.0,1.444374
41.0,1.25451
42.0,1.343177
42.0,1.471795
41.0,1.420842
41.0,1.421429
41.0,1.210405
42.0,1.27002
41.0,1.623356
41.0,1.256189
41.0,1.592809
41.0,1.297
42.0,1.392723
41.0,1.389648
41.0,1.650801
41.0,1.611086
41.0,1.328138
40.0,1.497835
41.0,1.510893
41.0,1.514815
41.0,1.595506
41.0,1.334686
41.0,1.468094
41.0,1.488985
41.0,1.448298
42.0,1.603153
41.0,1.338618
41.0,1.324899
41.0,1.375258
41.0,1.511956
40.0,1.633181
41.0,1.221083
41.0,1.398125
41.0,1.505652
41.0,1.531798
41.0,1.317907
41.0,1.408142
41.0,1.388382
40.0,1.678704
41.0,1.580357
41.0,1.443432
41.0,1.185524
41.0,1.330567
41.0,1.252849
41.0,1.615646
41.0,1.596413
41.0,1.425527
41.0,1.305611
41.0,1.576116
41.0,1.619231
41.0,1.783654
34.0,38.510005
33.0,76.126679
34.0,46.854174
34.0,43.552006
34.0,42.670377
33.0,48.479174
34.0,35.662505
35.0,55.276199
35.0,78.860012
35.0,69.394128
34.0,32.313894
34.0,29.337504
34.0,16.01765
34.0,46.684007
34.0,85.39287
34.0,22.756004
34.0,24.919569
34.0,57.404771
34.0,52.618189
34.0,45.973084
34.0,27.330004
33.0,30.331584
34.0,30.459464
34.0,27.702385
34.0,76.993762
34.0,98.983349
34.0,93.730783
34.0,93.250015
34.0,89.450014
33.0,85.421443
33.0,83.733346
33.0,87.530783
34.0,76.543762
34.0,96.476938
33.0,88.685728
33.0,68.258834
34.0,89.976937
34.0,75.093761
34.0,81.235727
34.0,69.32354
33.0,88.54287
33.0,72.137511
34.0,83.846679
34.0,93.207707
34.0,97.08463
34.0,59.266676
35.0,86.742871
35.0,90.415398
34.0,75.725012
34.0,84.785728
34.0,89.485729
34.0,85.66668
34.0,75.681262
34.0,87.242871
34.0,89.471442
34.0,66.311122
34.0,83.740013
34.0,93.507707
35.0,94.775014
34.0,84.314298
34.0,74.512511
34.0,87.776937
35.0,86.164299
34.0,93.215399
34.0,93.45386
34.0,80.535727
33.0,88.538475
33.0,94.776938
34.0,94.115399
35.0,90.100013
34.0,66.926326
33.0,94.141681
34.0,91.315398
34.0,96.508348
33.0,92.446168
33.0,80.280012
34.0,86.807156
34.0,85.264299
34.0,79.885726
33.0,85.914299
34.0,92.915399
33.0,95.383348
34.0,78.913346
34.0,97.283348
33.0,83.007155
34.0,95.230784
34.0,85.557156
35.0,100.000015
34.0,85.714299
34.0,86.478585
34.0,79.914298
34.0,95.553861
34.0,100.000015
34.0,92.369245
34.0,92.515399
34.0,62.775009
34.0,89.030783
34.0,100.000015
33.0,84.985727
33.0,92.908347
34.0,77.412512
33.0,79.593345
34.0,90.542871
34.0,93.366681
34.0,91.507706
34.0,72.511776
35.0,63.188899
35.0,86.984628
35.0,93.769245
34.0,92.676937
34.0,88.230783
35.0,73.723541
34.0,95.050015
33.0,93.766681
34.0,90.392321
34.0,100.000015
34.0,74.364717
35.0,86.035727
34.0,96.733348
34.0,100.000015
34.0,89.142871
33.0,84.606679
34.0,99.633349
34.0,88.778585
34.0,93.891681
34.0,7.853385
35.0,14.418184
35.0,34.572732
35.0,25.759095
35.0,54.109099
35.0,8.575001
35.0,20.632078
35.0,23.180855
35.0,51.230442
35.0,65.316676
35.0,7.955304
35.0,16.824196
35.0,19.300003
35.0,73.450011
34.0,78.480012
34.0,8.395239
35.0,15.347947
34.0,49.752182
34.0,59.889483
35.0,90.742871
35.0,5.64091
35.0,21.761542
34.0,51.959099
35.0,40.317247
35.0,70.152951
34.0,11.408423
34.0,57.92858
34.0,70.025011
34.0,90.446167
34.0,100.000015
34.0,15.072605
34.0,62.361121
35.0,78.106679
34.0,93.715399
35.0,96.207707
34.0,9.864816
35.0,62.005272
35.0,63.936853
34.0,93.930784
34.0,95.338476
35.0,16.634331
35.0,69.335304
35.0,85.228584
35.0,85.585727
34.0,97.115399
34.0,14.478084
35.0,58.947628
34.0,88.646167
35.0,100.000015
35.0,99.616682
34.0,41.189292
34.0,68.705893
35.0,83.34287
35.0,85.39232
34.0,100.000015
35.0,20.554549
35.0,51.472735
34.0,95.68463
34.0,98.566682
35.0,100.000015
35.0,16.346271
34.0,80.793346
35.0,88.042871
33.0,92.166681
34.0,100.000015
35.0,27.552504
35.0,74.537511
34.0,87.700013
34.0,87.750013
35.0,100.000015
34.0,11.213404
34.0,61.452641
34.0,70.02354
35.0,94.169245
35.0,100.000015
35.0,20.586542
35.0,52.031826
35.0,100.000015
35.0,97.658348
34.0,86.715398
35.0,27.830957
35.0,92.700015
34.0,98.600016
35.0,98.746169
35.0,100.000015
36.0,19.824532
36.0,87.107156
35.0,82.94287
34.0,100.000015
35.0,100.000015
36.0,19.689658
35.0,84.950013
35.0,88.207157
35.0,100.000015
34.0,100.000015
35.0,19.925458
35.0,75.253345
35.0,96.269245
35.0,100.000015
34.0,100.000015
34.0,32.383789
35.0,50.204355
36.0,98.661554
34.0,100.000015
34.0,100.000015
35.0,13.692107
34.0,87.857156
35.0,97.266682
33.0,93.723091
34.0,82.807155
34.0,22.946942
35.0,63.85501
33.0,89.638475
34.0,100.000015
34.0,100.000015
34.0,31.050005
34.0,93.730784
35.0,100.000015
34.0,90.142871
34.0,92.423091
35.0,32.26487
35.0,81.060012
35.0,93.900014
34.0,97.641682
34.0,100.000015
34.0,2.873754
35.0,5.334409
35.0,7.171632
36.0,10.1243
37.0,15.472225
35.0,2.288169
34.0,6.810527
34.0,5.698306
35.0,17.352383
35.0,29.743248
33.0,2.357637
34.0,5.303764
34.0,7.893078
35.0,4.636098
33.0,31.808338
35.0,2.822549
34.0,3.594095
35.0,9.795285
35.0,7.500726
34.0,32.097064
35.0,2.64625
34.0,4.020851
35.0,8.587904
36.0,12.321593
34.0,21.048152
34.0,3.09579
35.0,4.7
36.0,7.111889
34.0,30.526321
34.0,90.146167
35.0,4.366064
35.0,4.75122
36.0,28.019516
36.0,28.892505
34.0,46.979174
35.0,2.85298
35.0,5.611237
36.0,40.300006
35.0,44.066674
33.0,100.000015
35.0,2.35431
34.0,5.779886
34.0,20.298217
34.0,55.147627
34.0,90.461552
35.0,3.415414
34.0,8.173645
36.0,12.484708
33.0,33.866671
34.0,81.150012
34.0,3.236232
35.0,8.473017
36.0,17.37879
33.0,59.590009
34.0,82.207155
35.0,3.183214
35.0,8.220801
36.0,15.601495
34.0,83.535727
35.0,66.211121
34.0,3.747561
34.0,14.451318
34.0,30.884216
34.0,81.186679
34.0,74.718761
35.0,4.033761
35.0,8.660977
35.0,14.205482
33.0,36.651618
34.0,93.900015
34.0,4.446544
34.0,7.441136
35.0,15.915496
36.0,37.8742
34.0,83.393346
34.0,4.532395
35.0,10.05143
34.0,50.287508
35.0,61.18001
35.0,91.030783
35.0,3.812295
35.0,6.070061
33.0,42.061545
34.0,55.680961
35.0,87.571442
34.0,3.926583
35.0,6.99392
34.0,25.926833
35.0,70.252952
34.0,100.000015
34.0,2.693987
35.0,12.09778
35.0,30.257899
34.0,73.862511
34.0,84.978585
35.0,3.069445
34.0,7.11049
36.0,13.088097
34.0,83.500013
35.0,85.585727
35.0,3.412782
35.0,13.517502
36.0,32.800005
34.0,32.817652
33.0,87.62309
35.0,2.812092
35.0,11.34737
34.0,22.879596
35.0,80.033345
34.0,80.553345
34.0,4.394521
35.0,7.765673
34.0,29.315005
33.0,50.191312
34.0,93.407707
35.0,2.951525
35.0,9.42768
36.0,22.251024
33.0,57.265009
34.0,90.769244
35.0,4.843782
35.0,16.614709
33.0,22.242003
34.0,83.106679
36.0,86.942871
34.0,1.839461
34.0,1.972123
33.0,5.365406
33.0,4.693138
34.0,11.249486
34.0,1.751069
34.0,2.506907
34.0,3.915417
34.0,9.888992
34.0,10.267621
33.0,2.21405
33.0,2.548632
33.0,2.402632
33.0,4.821079
33.0,9.175001
33.0,1.941117
33.0,2.573313
34.0,2.135753
33.0,5.862791
34.0,10.433011
34.0,1.858128
33.0,2.753698
33.0,4.695099
33.0,4.496699
33.0,13.768357
33.0,2.033942
33.0,3.248913
33.0,5.762644
34.0,8.358066
35.0,13.41266
34.0,1.818491
33.0,2.395335
32.0,6.392454
33.0,5.272873
33.0,16.11912
33.0,2.100533
33.0,3.298162
33.0,5.520995
34.0,10.466001
34.0,18.453229
34.0,2.269944
34.0,2.719108
34.0,5.433153
33.0,8.409525
33.0,10.006732
34.0,2.147696
