run_id,timestamp,cpu_model,cpu_cores,cpu_frequency,total_ram,gpu_model,operating_system,drl_algorithm,batch_size,buffer_size,learning_rate,beta,epsilon,lambda,num_epoch,normalize,hidden_units,num_layers,gamma,max_steps,time_horizon,cumulative_reward_mean,time_elapased_seconds
run_batch_size176_buffer_size7300,2026-01-14T13:58:18Z,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",8,4201.00 MHz,15.14 GB,NVIDIA GeForce RTX 2070 SUPER,Windows 10,PPO,176,7300,0.0003,0.0011,0.2,0.99,3,True,128,1,0.99,500000,1000,3.776327,25.000
run_batch_size176_buffer_size9700,2026-01-14T13:58:46Z,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",8,4201.00 MHz,15.14 GB,NVIDIA GeForce RTX 2070 SUPER,Windows 10,PPO,176,9700,0.0003,0.0011,0.2,0.99,3,True,128,1,0.99,500000,1000,2.085979,25.000
run_batch_size176_buffer_size12100,2026-01-14T13:59:14Z,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",8,4201.00 MHz,15.14 GB,NVIDIA GeForce RTX 2070 SUPER,Windows 10,PPO,176,12100,0.0003,0.0011,0.2,0.99,3,True,128,1,0.99,500000,1000,2.135579,26.000
run_batch_size176_buffer_size14500,2026-01-14T13:59:43Z,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",8,4201.00 MHz,15.14 GB,NVIDIA GeForce RTX 2070 SUPER,Windows 10,PPO,176,14500,0.0003,0.0011,0.2,0.99,3,True,128,1,0.99,500000,1000,1.499567,25.000
run_batch_size176_buffer_size16900,2026-01-14T14:00:11Z,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",8,4201.00 MHz,15.14 GB,NVIDIA GeForce RTX 2070 SUPER,Windows 10,PPO,176,16900,0.0003,0.0011,0.2,0.99,3,True,128,1,0.99,500000,1000,1.566444,24.000
run_batch_size176_buffer_size19300,2026-01-14T14:00:38Z,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",8,4201.00 MHz,15.14 GB,NVIDIA GeForce RTX 2070 SUPER,Windows 10,PPO,176,19300,0.0003,0.0011,0.2,0.99,3,True,128,1,0.99,500000,1000,1.493736,24.000
run_batch_size176_buffer_size21700,2026-01-14T14:01:05Z,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",8,4201.00 MHz,15.14 GB,NVIDIA GeForce RTX 2070 SUPER,Windows 10,PPO,176,21700,0.0003,0.0011,0.2,0.99,3,True,128,1,0.99,500000,1000,1.377479,25.000
run_batch_size201_buffer_size100,2026-01-14T14:01:33Z,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",8,4201.00 MHz,15.14 GB,NVIDIA GeForce RTX 2070 SUPER,Windows 10,PPO,201,100,0.0003,0.0011,0.2,0.99,3,True,128,1,0.99,500000,1000,1.165406,24.000
run_batch_size201_buffer_size2500,2026-01-14T14:02:00Z,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",8,4201.00 MHz,15.14 GB,NVIDIA GeForce RTX 2070 SUPER,Windows 10,PPO,201,2500,0.0003,0.0011,0.2,0.99,3,True,128,1,0.99,500000,1000,33.388577,25.000
run_batch_size201_buffer_size4900,2026-01-14T14:02:28Z,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",8,4201.00 MHz,15.14 GB,NVIDIA GeForce RTX 2070 SUPER,Windows 10,PPO,201,4900,0.0003,0.0011,0.2,0.99,3,True,128,1,0.99,500000,1000,7.698520,26.000
run_batch_size201_buffer_size7300,2026-01-14T14:02:57Z,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",8,4201.00 MHz,15.14 GB,NVIDIA GeForce RTX 2070 SUPER,Windows 10,PPO,201,7300,0.0003,0.0011,0.2,0.99,3,True,128,1,0.99,500000,1000,3.999149,24.000
run_batch_size201_buffer_size9700,2026-01-14T14:03:24Z,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",8,4201.00 MHz,15.14 GB,NVIDIA GeForce RTX 2070 SUPER,Windows 10,PPO,201,9700,0.0003,0.0011,0.2,0.99,3,True,128,1,0.99,500000,1000,2.087798,26.000
run_batch_size201_buffer_size12100,2026-01-14T14:03:53Z,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",8,4201.00 MHz,15.14 GB,NVIDIA GeForce RTX 2070 SUPER,Windows 10,PPO,201,12100,0.0003,0.0011,0.2,0.99,3,True,128,1,0.99,500000,1000,2.244011,25.000
run_batch_size201_buffer_size14500,2026-01-14T14:04:21Z,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",8,4201.00 MHz,15.14 GB,NVIDIA GeForce RTX 2070 SUPER,Windows 10,PPO,201,14500,0.0003,0.0011,0.2,0.99,3,True,128,1,0.99,500000,1000,1.668750,25.000
run_batch_size201_buffer_size16900,2026-01-14T14:04:49Z,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",8,4201.00 MHz,15.14 GB,NVIDIA GeForce RTX 2070 SUPER,Windows 10,PPO,201,16900,0.0003,0.0011,0.2,0.99,3,True,128,1,0.99,500000,1000,1.578348,24.000
run_batch_size201_buffer_size19300,2026-01-14T14:05:16Z,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",8,4201.00 MHz,15.14 GB,NVIDIA GeForce RTX 2070 SUPER,Windows 10,PPO,201,19300,0.0003,0.0011,0.2,0.99,3,True,128,1,0.99,500000,1000,1.354806,24.000
run_batch_size201_buffer_size21700,2026-01-14T14:05:43Z,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",8,4201.00 MHz,15.14 GB,NVIDIA GeForce RTX 2070 SUPER,Windows 10,PPO,201,21700,0.0003,0.0011,0.2,0.99,3,True,128,1,0.99,500000,1000,1.334077,25.000
run_batch_size226_buffer_size100,2026-01-14T14:06:11Z,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",8,4201.00 MHz,15.14 GB,NVIDIA GeForce RTX 2070 SUPER,Windows 10,PPO,226,100,0.0003,0.0011,0.2,0.99,3,True,128,1,0.99,500000,1000,1.133892,24.000
run_batch_size226_buffer_size2500,2026-01-14T14:06:38Z,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",8,4201.00 MHz,15.14 GB,NVIDIA GeForce RTX 2070 SUPER,Windows 10,PPO,226,2500,0.0003,0.0011,0.2,0.99,3,True,128,1,0.99,500000,1000,12.996343,26.000
run_batch_size226_buffer_size4900,2026-01-14T14:07:07Z,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",8,4201.00 MHz,15.14 GB,NVIDIA GeForce RTX 2070 SUPER,Windows 10,PPO,226,4900,0.0003,0.0011,0.2,0.99,3,True,128,1,0.99,500000,1000,6.801325,25.000
run_batch_size226_buffer_size7300,2026-01-14T14:07:35Z,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",8,4201.00 MHz,15.14 GB,NVIDIA GeForce RTX 2070 SUPER,Windows 10,PPO,226,7300,0.0003,0.0011,0.2,0.99,3,True,128,1,0.99,500000,1000,2.621118,25.000
run_batch_size226_buffer_size9700,2026-01-14T14:08:03Z,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",8,4201.00 MHz,15.14 GB,NVIDIA GeForce RTX 2070 SUPER,Windows 10,PPO,226,9700,0.0003,0.0011,0.2,0.99,3,True,128,1,0.99,500000,1000,2.412317,25.000
run_batch_size226_buffer_size12100,2026-01-14T14:08:31Z,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",8,4201.00 MHz,15.14 GB,NVIDIA GeForce RTX 2070 SUPER,Windows 10,PPO,226,12100,0.0003,0.0011,0.2,0.99,3,True,128,1,0.99,500000,1000,1.822384,25.000
run_batch_size226_buffer_size14500,2026-01-14T14:08:59Z,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",8,4201.00 MHz,15.14 GB,NVIDIA GeForce RTX 2070 SUPER,Windows 10,PPO,226,14500,0.0003,0.0011,0.2,0.99,3,True,128,1,0.99,500000,1000,1.588789,25.000
run_batch_size226_buffer_size16900,2026-01-14T14:09:27Z,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",8,4201.00 MHz,15.14 GB,NVIDIA GeForce RTX 2070 SUPER,Windows 10,PPO,226,16900,0.0003,0.0011,0.2,0.99,3,True,128,1,0.99,500000,1000,1.495248,24.000
run_batch_size226_buffer_size19300,2026-01-14T14:09:54Z,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",8,4201.00 MHz,15.14 GB,NVIDIA GeForce RTX 2070 SUPER,Windows 10,PPO,226,19300,0.0003,0.0011,0.2,0.99,3,True,128,1,0.99,500000,1000,1.447771,24.000

run_batch_size226_buffer_size21700,2026-01-14T14:10:21Z,"AMD64 Family 25 Model 97 Stepping 2, AuthenticAMD",8,4201.00 MHz,15.14 GB,NVIDIA GeForce RTX 2070 SUPER,Windows 10,PPO,226,21700,0.0003,0.0011,0.2,0.99,3,True,128,1,0.99,500000,1000,1.362834,25.000

